id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,alternatePositions/0,team,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label
244067,912,79,Maxence,Lacroix,,4/6/2000 12:00:00 AM,190,2,2,1,Premier League,88,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244067.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/244067.png?width=265,,,,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,1799,Crystal Palace,https://drop-assets.ea.com/images/6j7pLWl2t3yl13bu6Y9s5K/91a346d14011a610d95ec956816b6a38/l1799.png,false,5,CB,Center Back,defense,Defense,82,0,64,0,83,0,77,0,84,0,81,0,56,0,69,0,75,0,35,0,45,0,80,0,80,0,67,0,66,0,29,0,26,0,14,0,7,0,12,0,12,0,11,0,75,0,82,0,72,0,37,0,88,0,57,0,38,0,82,0,32,0,80,0,40,0,71,0,75,0,78,0,93,0,80,0,55,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251421,913,79,Brennan,Johnson,,5/23/2001 12:00:00 AM,186,3,4,1,Premier League,73,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251421.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/251421.png?width=265,12,Right Midfielder,RM,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,0,Men's Football,50,Wales,https://drop-assets.ea.com/images/5LJDvJK0VmUTnM1w0LQTX5/44ffb962bf8c0f13b162675e5cd31f49/f_50.png,18,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,false,23,RW,Right Wing,attack,Attack,87,0,81,0,70,0,78,0,52,0,48,0,66,0,78,0,79,0,78,0,64,0,43,0,45,0,78,0,78,0,82,0,43,0,14,0,7,0,13,0,5,0,13,0,58,0,23,0,63,0,68,0,86,0,72,0,67,0,59,0,83,0,78,0,76,0,74,0,74,0,53,0,85,0,45,0,78,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237221,916,79,Juan,Foyth,,1/12/1998 12:00:00 AM,187,3,3,1,LALIGA EA SPORTS,83,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237221.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/237221.png?width=265,3,Right Back,RB,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,483,Villarreal CF,https://drop-assets.ea.com/images/xvk9pCQTX74mWG8EjcgYU/f631ffd2c7ac06bd43f2547fc44463c4/l483.png,false,5,CB,Center Back,defense,Defense,67,0,67,0,83,0,68,0,77,0,80,0,69,0,75,0,68,0,73,0,61,0,80,0,79,0,71,0,69,0,43,0,47,0,8,0,15,0,7,0,14,0,9,0,78,0,79,0,69,0,42,0,68,0,71,0,47,0,76,0,62,0,78,0,47,0,79,0,56,0,80,0,68,0,81,0,66,0,43,0,,,,,,,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,
238186,917,79,Marcin,Bułka,,10/4/1999 12:00:00 AM,199,1,2,1,ROSHN Saudi League,99,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238186.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/238186.png?width=250,,,,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,,,,,,,0,Men's Football,37,Poland,https://drop-assets.ea.com/images/2ldG0tWskgN4waD1fBmnk1/24cbe80f6af25d3ab745fd339b024988/f_37.png,131798,Neom,https://drop-assets.ea.com/images/19YBZNEm7MFPHXWpagPovP/4b539edbae2665b79907325436f2515d/l131798.png,false,0,GK,Goalkeeper,defense,Defense,28,0,41,0,67,0,37,0,82,0,25,0,28,0,15,0,58,0,12,0,13,0,27,0,15,0,81,0,13,0,8,0,14,0,79,0,76,0,71,0,79,0,81,0,10,0,11,0,33,0,7,0,79,0,71,0,18,0,79,0,8,0,73,0,76,0,35,0,53,0,14,0,25,0,10,0,49,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246565,918,79,Bafodé,Diakité,,1/6/2001 12:00:00 AM,184,2,4,1,Premier League,82,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246565.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246565.png?width=265,,,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,1943,AFC Bournemouth,https://drop-assets.ea.com/images/5Z6J6MhqjuJVwE7SVnfr5E/6075ff3239d67bdf8258a067ed93ccdb/l1943.png,false,5,CB,Center Back,defense,Defense,66,0,69,0,86,0,78,0,79,0,81,0,65,0,74,0,76,0,67,0,52,0,79,0,77,0,71,0,68,0,41,0,36,0,7,0,10,0,8,0,13,0,5,0,84,0,77,0,65,0,36,0,72,0,65,0,48,0,80,0,64,0,78,0,46,0,73,0,62,0,80,0,77,0,81,0,59,0,39,0,,,,,,,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,
193474,919,79,Idrissa,Gueye,,9/26/1989 12:00:00 AM,174,3,3,1,Premier League,66,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p193474.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/193474.png?width=265,14,Center Midfielder,CM,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,0,Men's Football,136,Senegal,https://drop-assets.ea.com/images/5YFW1KnsSwDBZwtoXH9mTj/690bf685246b53efaf24d6f2de696eb3/f_136.png,7,Everton,https://drop-assets.ea.com/images/6Cth6wtCt1i37ZjPMZKIm3/4c68def58bf71a34afa1870cad4d5cfe/l7.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,66,0,77,0,75,0,82,0,58,0,83,0,76,0,76,0,75,0,65,0,66,0,80,0,79,0,73,0,68,0,52,0,66,0,8,0,6,0,8,0,12,0,13,0,69,0,83,0,72,0,65,0,60,0,70,0,55,0,70,0,58,0,81,0,59,0,77,0,76,0,80,0,55,0,84,0,65,0,33,0,,,,,,,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,
247172,920,79,Jhon,Durán,,12/13/2003 12:00:00 AM,187,3,2,2,Trendyol Süper Lig,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247172.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/247172.png?width=265,,,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,,,,,,,0,Men's Football,56,Colombia,https://drop-assets.ea.com/images/JphMzcFrWU7Uo2jq6GSep/d909b5b6000d5bf7515600d2c6db6375/f_56.png,326,Fenerbahçe,https://drop-assets.ea.com/images/3sfoNHvqDPqhM1PsEE1sNM/b9dcc82d0e2fba3efc8e8d0ed4c216a6/l326.png,false,25,ST,Striker,attack,Attack,76,0,68,0,83,0,69,0,83,0,83,0,69,0,79,0,77,0,53,0,52,0,32,0,26,0,75,0,75,0,82,0,55,0,6,0,6,0,10,0,9,0,5,0,67,0,28,0,58,0,79,0,81,0,63,0,68,0,80,0,79,0,78,0,81,0,73,0,86,0,22,0,85,0,33,0,63,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252037,921,79,Fábio Daniel,Soares Silva,Fábio Silva,7/19/2002 12:00:00 AM,185,4,3,1,Bundesliga,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252037.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/252037.png?width=250,27,Left Wing,LW,,,,,,,,,,,,,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,22,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,false,25,ST,Striker,attack,Attack,79,0,79,0,89,0,83,0,77,0,77,0,69,0,81,0,76,0,45,0,52,0,32,0,32,0,79,0,79,0,80,0,46,0,6,0,12,0,7,0,13,0,8,0,80,0,18,0,70,0,69,0,81,0,64,0,75,0,79,0,81,0,78,0,77,0,75,0,79,0,26,0,83,0,28,0,69,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272600,923,79,Marc,Casadó Torras,Marc Casadó,9/14/2003 12:00:00 AM,172,3,4,1,LALIGA EA SPORTS,66,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272600.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/272600.png?width=265,14,Center Midfielder,CM,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,241,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,true,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,66,0,78,0,63,0,67,0,53,0,79,0,84,0,82,0,78,0,53,0,64,0,77,0,78,0,80,0,79,0,64,0,53,0,12,0,14,0,11,0,8,0,12,0,62,0,77,0,79,0,65,0,57,0,72,0,51,0,62,0,69,0,78,0,64,0,82,0,68,0,79,0,49,0,80,0,76,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199422,927,79,Jordy,Clasie,,6/27/1991 12:00:00 AM,170,3,3,1,Eredivisie,68,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199422.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/199422.png?width=265,14,Center Midfielder,CM,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,,,,,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,46,0,69,0,53,0,68,0,71,0,75,0,85,0,78,0,80,0,75,0,75,0,72,0,77,0,75,0,73,0,54,0,68,0,11,0,11,0,14,0,10,0,7,0,34,0,78,0,86,0,69,0,46,0,80,0,62,0,70,0,64,0,77,0,64,0,84,0,78,0,73,0,46,0,75,0,78,0,70,0,,,,,,,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,
202335,928,79,Eric,Dier,,1/15/1994 12:00:00 AM,191,2,2,1,Ligue 1 McDonald's,91,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202335.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/202335.png?width=265,,,,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,69,AS Monaco,https://drop-assets.ea.com/images/6XicH1VsjyR3WbTdpk99p3/8b11b6c53072e6c9c042eb77f3c6a8f4/l69.png,false,5,CB,Center Back,defense,Defense,35,0,34,0,80,0,64,0,90,0,85,0,47,0,65,0,71,0,60,0,66,0,80,0,84,0,62,0,66,0,52,0,67,0,11,0,14,0,6,0,13,0,9,0,82,0,76,0,80,0,71,0,54,0,67,0,74,0,82,0,48,0,73,0,62,0,72,0,81,0,77,0,69,0,78,0,56,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248695,929,79,Wesley,Fofana,,12/17/2000 12:00:00 AM,185,2,3,1,Premier League,84,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248695.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/248695.png?width=265,,,,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,,,,,,,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,5,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,false,5,CB,Center Back,defense,Defense,69,0,65,0,78,0,67,0,81,0,83,0,60,0,72,0,76,0,42,0,50,0,80,0,79,0,71,0,71,0,38,0,44,0,14,0,12,0,9,0,14,0,6,0,77,0,81,0,69,0,38,0,74,0,62,0,46,0,78,0,40,0,77,0,41,0,75,0,48,0,80,0,78,0,81,0,60,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245037,931,79,Eric,García Martret,Eric García,1/9/2001 12:00:00 AM,182,2,3,1,LALIGA EA SPORTS,76,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245037.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/245037.png?width=265,3,Right Back,RB,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,241,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,true,5,CB,Center Back,defense,Defense,55,0,64,0,77,0,68,0,73,0,79,0,60,0,77,0,78,0,54,0,65,0,80,0,80,0,71,0,69,0,50,0,31,0,11,0,9,0,12,0,11,0,7,0,77,0,80,0,81,0,44,0,63,0,70,0,44,0,73,0,45,0,78,0,48,0,82,0,51,0,79,0,69,0,82,0,70,0,31,0,10,Center Defensive Midfielder,CDM,12,Right Midfielder,RM,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,
254022,933,79,Nick,Woltemade,,2/14/2002 12:00:00 AM,199,4,3,1,Premier League,90,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254022.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/254022.png?width=265,18,Center Attacking Midfielder,CAM,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,13,Newcastle Utd,https://drop-assets.ea.com/images/69fXoaX4p9zFwKaZYoNtNX/14d86649a9b5a3f7e876cc3d46357b5d/l13.png,false,25,ST,Striker,attack,Attack,64,0,69,0,84,0,71,0,81,0,60,0,57,0,80,0,77,0,46,0,51,0,41,0,32,0,79,0,83,0,82,0,42,0,11,0,8,0,13,0,9,0,8,0,77,0,35,0,63,0,66,0,67,0,65,0,70,0,74,0,82,0,79,0,78,0,77,0,81,0,30,0,69,0,44,0,74,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205431,934,79,Niclas,Füllkrug,,2/9/1993 12:00:00 AM,188,3,4,1,Premier League,83,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p205431.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/205431.png?width=265,,,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,,,,,,,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,19,West Ham,https://drop-assets.ea.com/images/60X4vXPDgGISHaqyOdUGkg/c7def9840658d49d646e4895e9e04e94/l19.png,false,25,ST,Striker,attack,Attack,53,0,51,0,86,0,55,0,86,0,82,0,61,0,77,0,79,0,65,0,72,0,43,0,41,0,73,0,74,0,81,0,68,0,15,0,9,0,10,0,13,0,9,0,87,0,24,0,59,0,78,0,57,0,71,0,88,0,77,0,82,0,80,0,82,0,77,0,86,0,30,0,60,0,46,0,76,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228174,935,79,Cameron,Carter-Vickers,,12/31/1997 12:00:00 AM,183,2,2,1,Scottish Prem,92,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228174.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/228174.png?width=265,,,,trait1_512,Pinged Pass,Faster ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,0,Men's Football,95,United States,https://drop-assets.ea.com/images/7ZVadlJQIutRH5P85wr76/c2456a2d76146d19f98c2c3071136dcf/f_95.png,78,Celtic,https://drop-assets.ea.com/images/16GwjVn0vBxAdBx5F4uW0q/6a96b7c86f98010e0b9cd943dc48d4ca/l78.png,false,5,CB,Center Back,defense,Defense,79,0,77,0,91,0,74,0,90,0,80,0,78,0,76,0,79,0,37,0,36,0,77,0,78,0,72,0,65,0,24,0,30,0,13,0,6,0,8,0,16,0,10,0,75,0,74,0,70,0,21,0,78,0,59,0,38,0,84,0,27,0,80,0,33,0,76,0,65,0,75,0,78,0,78,0,57,0,26,0,,,,,,,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,
