id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,team,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label
213655,641,80,Alex,Iwobi,,5/3/1996 12:00:00 AM,180,4,3,1,Premier League,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213655.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/213655.png?width=265,12,Right Midfielder,RM,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,0,Men's Football,133,Nigeria,https://drop-assets.ea.com/images/7pdYOUzcOpsSLsQJqx6jq9/ab9bec93f27d4c42a76f2617073a6cce/f_133.png,144,Fulham,https://drop-assets.ea.com/images/1YL8ULAZyOPtffpFGZcGe8/84ec5701079276f33aa349d253fa0321/l144.png,false,16,LM,Left Midfielder,midfielder,Midfielder,77,0,75,0,69,0,88,0,72,0,59,0,77,0,81,0,81,0,78,0,81,0,56,0,52,0,81,0,84,0,74,0,56,0,14,0,7,0,12,0,14,0,11,0,45,0,59,0,74,0,75,0,76,0,77,0,64,0,73,0,77,0,79,0,74,0,79,0,75,0,50,0,75,0,64,0,81,0,80,0,,27,Left Wing,LW,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,,,,
241508,642,80,Mikkel,Damsgaard,,7/3/2000 12:00:00 AM,180,4,3,1,Premier League,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241508.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/241508.png?width=265,14,Center Midfielder,CM,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_512,Pinged Pass,Faster ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,0,Men's Football,13,Denmark,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,1925,Brentford,https://drop-assets.ea.com/images/3UCvZhjBB0odWNL0OPusuK/1de0f5b97a2e137201670df2cf09e1a5/l1925.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,70,0,82,0,65,0,78,0,62,0,68,0,86,0,80,0,81,0,79,0,82,0,66,0,60,0,81,0,81,0,74,0,78,0,6,0,10,0,14,0,11,0,7,0,52,0,69,0,82,0,74,0,68,0,82,0,64,0,67,0,78,0,80,0,73,0,83,0,72,0,64,0,66,0,74,0,84,0,68,0,,,,,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,,,,,,,,
266127,644,80,Lewis,Hall,,9/8/2004 12:00:00 AM,179,2,3,2,Premier League,71,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266127.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/266127.png?width=265,,,,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,13,Newcastle Utd,https://drop-assets.ea.com/images/69fXoaX4p9zFwKaZYoNtNX/14d86649a9b5a3f7e876cc3d46357b5d/l13.png,false,7,LB,Left Back,defense,Defense,78,0,80,0,71,0,80,0,56,0,60,0,85,0,79,0,75,0,83,0,81,0,77,0,77,0,79,0,79,0,60,0,70,0,14,0,8,0,9,0,8,0,14,0,64,0,77,0,76,0,62,0,77,0,78,0,55,0,64,0,68,0,79,0,62,0,78,0,65,0,80,0,76,0,79,0,77,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,
201269,645,80,Frederik,Rønnow,,8/4/1992 12:00:00 AM,188,1,2,1,Bundesliga,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201269.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/201269.png?width=250,,,,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,13,Denmark,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,1831,Union Berlin,https://drop-assets.ea.com/images/32dPG6jDXuIAOhWKeTYmeG/8d2df657c666abfbf84baaa732140a2a/l1831.png,false,0,GK,Goalkeeper,defense,Defense,48,0,34,0,67,0,32,0,67,0,17,0,40,0,12,0,31,0,14,0,16,0,47,0,15,0,82,0,13,0,9,0,7,0,80,0,80,0,69,0,78,0,82,0,12,0,12,0,30,0,13,0,80,0,69,0,17,0,78,0,14,0,76,0,80,0,25,0,52,0,13,0,45,0,11,0,48,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
264697,646,80,Mohamed,Amoura,,5/9/2000 12:00:00 AM,170,4,3,1,Bundesliga,61,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264697.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/264697.png?width=265,27,Left Wing,LW,trait1_2,Chip Shot,"Faster, more accurate chip shots",https://drop-assets.ea.com/images/6Gl08kt7odn1fJNX74CS2P/984feac3cd8d99902f5cb5131d5fd26a/Chip_Shot.png,playStyle,Play Style,trait1_32,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",https://drop-assets.ea.com/images/2sRRBHcIe0zrDwYaRI2xG3/d02b8c8855de853470897009e030eb5d/Acrobatic.png,playStyle,Play Style,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,0,Men's Football,97,Algeria,https://drop-assets.ea.com/images/7DBnvM9EEo73oK7xEvbWvJ/47a0a190f5a0092fef1bc40e7e74b8f9/f_97.png,175,VfL Wolfsburg,https://drop-assets.ea.com/images/4mw5u30yjPmzh9OVqKB0YV/ad59c24a84c9afb0a877046fadeb9c9e/l175.png,false,25,ST,Striker,attack,Attack,94,0,93,0,78,0,86,0,45,0,66,0,93,0,86,0,79,0,63,0,74,0,47,0,45,0,86,0,85,0,83,0,54,0,9,0,7,0,11,0,9,0,9,0,63,0,39,0,66,0,78,0,90,0,71,0,74,0,61,0,85,0,83,0,81,0,77,0,78,0,53,0,87,0,48,0,75,0,84,0,,16,Left Midfielder,LM,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,18,Center Attacking Midfielder,CAM,,,,,,,,,,,,,
73562,649,80,Bento Matheus,Krepski,Bento,6/10/1999 12:00:00 AM,190,1,2,1,ROSHN Saudi League,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p73562.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/73562.png?width=250,,,,trait2_32,Deflector,"Unique deflection animations, powerful parries to safer areas",https://drop-assets.ea.com/images/6nb9RYWNVuvUaLZDskFao7/0ad930b0874e7c9454b31de942c0d3f1/Deflector.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,54,Brazil,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,112139,Al Nassr,https://drop-assets.ea.com/images/6oPkjdKPFc4aHfFp7UGXB7/262e529bd81a51c0b5f317e61b3f5985/l112139.png,false,0,GK,Goalkeeper,defense,Defense,39,0,34,0,61,0,19,0,58,0,22,0,34,0,16,0,30,0,11,0,14,0,39,0,5,0,83,0,9,0,5,0,13,0,79,0,76,0,77,0,81,0,83,0,13,0,9,0,23,0,9,0,79,0,77,0,15,0,81,0,6,0,77,0,76,0,17,0,58,0,10,0,40,0,13,0,69,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
220876,650,80,Franck,Honorat,,8/11/1996 12:00:00 AM,180,4,3,1,Bundesliga,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220876.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/220876.png?width=265,23,Right Wing,RW,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,23,M'gladbach,https://drop-assets.ea.com/images/4eJmGBw11G3Rn334GUOKaV/7571515e89d9e3b02893855bbdb28dbb/l23.png,false,12,RM,Right Midfielder,midfielder,Midfielder,82,0,78,0,71,0,80,0,56,0,57,0,76,0,80,0,74,0,92,0,87,0,53,0,53,0,78,0,79,0,74,0,60,0,10,0,15,0,7,0,14,0,15,0,59,0,59,0,74,0,79,0,84,0,79,0,68,0,63,0,77,0,72,0,78,0,76,0,88,0,51,0,85,0,46,0,76,0,74,0,,3,Right Back,RB,,,,,,,,,,,,,,,,,,,,,,
234579,653,80,Julian,Quiñones,,3/24/1997 12:00:00 AM,180,4,3,1,ROSHN Saudi League,78,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234579.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/234579.png?width=265,27,Left Wing,LW,trait1_2,Chip Shot,"Faster, more accurate chip shots",https://drop-assets.ea.com/images/6Gl08kt7odn1fJNX74CS2P/984feac3cd8d99902f5cb5131d5fd26a/Chip_Shot.png,playStyle,Play Style,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,,,,,,,0,Men's Football,83,Mexico,https://drop-assets.ea.com/images/3m4cwLXvHQdesnFwv0Glk6/4adea5e8e658a7ce798dd0ba1521cdda/f_83.png,112391,Al Qadsiah,https://drop-assets.ea.com/images/OQhve5ubflu5c5OXWRlUV/4874b82f2bab16f04e6702812ac521a6/l112391.png,false,25,ST,Striker,attack,Attack,89,0,82,0,95,0,87,0,89,0,60,0,68,0,78,0,67,0,58,0,53,0,36,0,25,0,79,0,82,0,83,0,66,0,8,0,12,0,11,0,8,0,12,0,78,0,21,0,69,0,71,0,88,0,70,0,78,0,83,0,79,0,72,0,79,0,74,0,80,0,28,0,88,0,46,0,81,0,71,0,,16,Left Midfielder,LM,,,,,,,,,,,,,,,,,,,,,,
190765,654,80,Pascal,Groß,,6/15/1991 12:00:00 AM,181,3,4,1,Bundesliga,78,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190765.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/190765.png?width=265,14,Center Midfielder,CM,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,22,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,46,0,68,0,64,0,83,0,73,0,78,0,71,0,83,0,84,0,86,0,85,0,72,0,77,0,79,0,78,0,72,0,78,0,8,0,15,0,15,0,16,0,11,0,57,0,70,0,84,0,75,0,48,0,84,0,73,0,76,0,81,0,85,0,75,0,84,0,80,0,69,0,50,0,73,0,84,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,
254796,655,80,Noni,Madueke,,3/10/2002 12:00:00 AM,182,4,3,2,Premier League,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254796.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/254796.png?width=265,12,Right Midfielder,RM,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,1,Arsenal,https://drop-assets.ea.com/images/2ng99bvkwKaA228PJje39i/09d2df89a78377d3f8d3f78469cbadc9/l1.png,false,23,RW,Right Wing,attack,Attack,89,0,81,0,76,0,75,0,67,0,67,0,79,0,83,0,77,0,74,0,76,0,45,0,45,0,83,0,85,0,75,0,65,0,5,0,13,0,6,0,12,0,15,0,55,0,45,0,67,0,74,0,88,0,74,0,75,0,69,0,79,0,76,0,75,0,76,0,79,0,30,0,88,0,45,0,75,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,
206517,657,80,Jack,Grealish,,9/10/1995 12:00:00 AM,180,4,3,1,Premier League,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p206517.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/206517.png?width=265,16,Left Midfielder,LM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,icontrait1_16777216,Press Proven+,"Exceptional close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/Z2otVfOlVmGuQSxqZYSjz/717d956dfebae4193e8d746e8f3d300a/Press_Proven_.png,playStylePlus,Play Style Plus,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,7,Everton,https://drop-assets.ea.com/images/6Cth6wtCt1i37ZjPMZKIm3/4c68def58bf71a34afa1870cad4d5cfe/l7.png,false,27,LW,Left Wing,attack,Attack,75,0,84,0,67,0,69,0,67,0,65,0,85,0,86,0,86,0,80,0,83,0,53,0,58,0,85,0,86,0,76,0,74,0,11,0,6,0,11,0,10,0,13,0,48,0,49,0,78,0,79,0,72,0,80,0,58,0,67,0,78,0,79,0,76,0,81,0,76,0,48,0,70,0,54,0,80,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,
228579,658,80,Benjamin,Henrichs,,2/23/1997 12:00:00 AM,185,3,4,1,Bundesliga,84,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228579.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/228579.png?width=265,12,Right Midfielder,RM,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,112172,RB Leipzig,https://drop-assets.ea.com/images/1EoW6b2VkhiP3S0vqikd9s/f181f899a2037360f70a9a8aba18af30/l112172.png,false,3,RB,Right Back,defense,Defense,74,0,75,0,77,0,73,0,74,0,72,0,69,0,78,0,78,0,79,0,74,0,78,0,78,0,78,0,79,0,50,0,60,0,8,0,9,0,13,0,12,0,14,0,66,0,77,0,72,0,51,0,73,0,76,0,59,0,74,0,70,0,79,0,54,0,80,0,62,0,84,0,73,0,81,0,74,0,53,0,,7,Left Back,LB,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,,,,,,,
262118,659,80,Tino,Livramento,,11/12/2002 12:00:00 AM,181,3,4,1,Premier League,71,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262118.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/262118.png?width=265,7,Left Back,LB,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,13,Newcastle Utd,https://drop-assets.ea.com/images/69fXoaX4p9zFwKaZYoNtNX/14d86649a9b5a3f7e876cc3d46357b5d/l13.png,false,3,RB,Right Back,defense,Defense,80,0,76,0,75,0,80,0,71,0,74,0,79,0,78,0,79,0,79,0,80,0,76,0,77,0,78,0,79,0,49,0,51,0,10,0,12,0,8,0,13,0,13,0,56,0,78,0,62,0,46,0,82,0,72,0,41,0,74,0,71,0,78,0,51,0,77,0,61,0,78,0,84,0,80,0,68,0,41,0,,12,Right Midfielder,RM,,,,,,,,,,,,,,,,,,,,,,
