id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,team
208004,1198,78,Joël,Veltman,,1/15/1992 12:00:00 AM,184,2,4,1,Premier League,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p208004.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/208004.png?width=250,12,Right Midfielder,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,1808,Brighton,https://drop-assets.ea.com/images/1mFLMjuFkxQjbRaTLKZ8Gm/277b9eb6d29d37064d1d82063b06f681/l1808.png,false,3,RB,Right Back,defense,Defense,64,0,65,0,80,0,73,0,77,0,83,0,66,0,74,0,79,0,73,0,51,0,80,0,81,0,70,0,68,0,50,0,34,0,7,0,10,0,6,0,9,0,11,0,74,0,80,0,73,0,41,0,63,0,68,0,42,0,77,0,55,0,78,0,49,0,77,0,60,0,77,0,62,0,83,0,55,0,38,0,,,,,,,,,,,,,,,,,
227562,1199,78,Lukáš,Haraslín,,5/26/1996 12:00:00 AM,182,4,4,1,Česká Liga,74,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227562.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/227562.png?width=265,23,Right Wing,RW,25,Striker,ST,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,trait1_134217728,Long Throw,Powerful throw-ins for greater distance,https://drop-assets.ea.com/images/51OlohNQvoEwW0aLhknAHh/58fa7d903d10f6d8cfa2622f62ba6b6f/Long_Throw.png,playStyle,Play Style,0,Men's Football,43,Slovakia,https://drop-assets.ea.com/images/2cEMaB5jOYRIFsJQCycahY/6156324301f1c5f425d6c65141ced57b/f_43.png,267,Sparta Praha,https://drop-assets.ea.com/images/WsjKkMgEXh4mceoAQzFIi/d0b9c0ac886f0f3f3f91ca6ebda21577/l267.png,false,27,LW,Left Wing,attack,Attack,79,0,87,0,72,0,68,0,61,0,38,0,83,0,80,0,81,0,73,0,72,0,40,0,33,0,81,0,81,0,76,0,75,0,13,0,12,0,13,0,10,0,15,0,59,0,33,0,68,0,75,0,80,0,73,0,62,0,59,0,77,0,78,0,74,0,74,0,74,0,48,0,81,0,41,0,74,0,69,0,,16,Left Midfielder,LM,,,,,,,,,,,,,
240988,1200,78,Denis,Vavro,,4/10/1996 12:00:00 AM,189,2,2,1,Bundesliga,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240988.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/240988.png?width=265,,,,,,,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,0,Men's Football,43,Slovakia,https://drop-assets.ea.com/images/2cEMaB5jOYRIFsJQCycahY/6156324301f1c5f425d6c65141ced57b/f_43.png,175,VfL Wolfsburg,https://drop-assets.ea.com/images/4mw5u30yjPmzh9OVqKB0YV/ad59c24a84c9afb0a877046fadeb9c9e/l175.png,false,5,CB,Center Back,defense,Defense,64,0,55,0,88,0,79,0,84,0,82,0,65,0,58,0,67,0,48,0,56,0,80,0,78,0,57,0,54,0,46,0,63,0,13,0,12,0,14,0,12,0,13,0,85,0,75,0,70,0,67,0,69,0,58,0,60,0,83,0,55,0,72,0,60,0,66,0,88,0,72,0,73,0,86,0,46,0,46,0,,,,,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,
223689,1202,78,Wout,Weghorst,,8/7/1992 12:00:00 AM,197,2,3,1,Eredivisie,84,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223689.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/223689.png?width=265,,,,,,,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,,,,,25,ST,Striker,attack,Attack,45,0,53,0,86,0,76,0,92,0,87,0,32,0,79,0,74,0,38,0,42,0,57,0,44,0,68,0,66,0,80,0,48,0,11,0,9,0,14,0,16,0,12,0,86,0,54,0,54,0,68,0,54,0,62,0,71,0,87,0,83,0,82,0,78,0,78,0,84,0,52,0,62,0,65,0,70,0,76,0,,,,,,,,,,,,,,,,,
245388,1204,78,Jean-Clair,Todibo,,12/30/1999 12:00:00 AM,190,3,2,1,Premier League,88,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245388.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/245388.png?width=265,,,,,,,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,19,West Ham,https://drop-assets.ea.com/images/60X4vXPDgGISHaqyOdUGkg/c7def9840658d49d646e4895e9e04e94/l19.png,false,5,CB,Center Back,defense,Defense,70,0,54,0,79,0,54,0,81,0,73,0,55,0,72,0,78,0,49,0,52,0,79,0,78,0,69,0,69,0,44,0,41,0,7,0,13,0,11,0,8,0,13,0,78,0,80,0,72,0,45,0,75,0,63,0,52,0,73,0,45,0,77,0,47,0,76,0,60,0,77,0,79,0,80,0,58,0,35,0,,,,,,,,,,,,,,,,,
259031,1205,78,Liam,Delap,,2/8/2003 12:00:00 AM,186,3,5,1,Premier League,90,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259031.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/259031.png?width=265,,,,,,,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,5,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,false,25,ST,Striker,attack,Attack,76,0,70,0,88,0,70,0,84,0,83,0,63,0,78,0,77,0,55,0,68,0,30,0,29,0,76,0,78,0,80,0,52,0,8,0,9,0,10,0,11,0,10,0,73,0,22,0,50,0,74,0,79,0,60,0,77,0,81,0,79,0,77,0,80,0,69,0,85,0,23,0,81,0,25,0,59,0,78,0,,,,,,,,,,,,,,,,,
211022,1207,78,Rubén,García Santos,Rubén García,7/14/1993 12:00:00 AM,172,4,2,2,LALIGA EA SPORTS,71,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p211022.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/211022.png?width=265,23,Right Wing,RW,25,Striker,ST,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,479,CA Osasuna,https://drop-assets.ea.com/images/5T0gPuxPGVG3BLEP9wYxLx/8be8ef52e215bc47956d1084f702409d/l479.png,false,12,RM,Right Midfielder,midfielder,Midfielder,81,0,80,0,61,0,66,0,44,0,58,0,86,0,79,0,67,0,80,0,77,0,45,0,45,0,78,0,78,0,77,0,79,0,9,0,14,0,13,0,14,0,10,0,54,0,38,0,79,0,78,0,74,0,79,0,69,0,53,0,74,0,73,0,76,0,80,0,76,0,41,0,69,0,47,0,78,0,59,0,,3,Right Back,RB,,,,,,,,,,,,,
237055,1208,78,Oleksandr,Zubkov,,8/3/1996 12:00:00 AM,182,4,4,2,Trendyol Süper Lig,78,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237055.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/237055.png?width=265,18,Center Attacking Midfielder,CAM,16,Left Midfielder,LM,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,49,Ukraine,https://drop-assets.ea.com/images/6qDmsmOUdD4va3zMohbKhb/0074f5347b6d5908bf7c36de17f1e512/f_49.png,436,Trabzonspor,https://drop-assets.ea.com/images/3AF1UCNvLwZs5kapbWuCk9/e1cebee09f0953e5653311d5a29365ee/l436.png,false,12,RM,Right Midfielder,midfielder,Midfielder,80,0,67,0,73,0,70,0,66,0,53,0,68,0,78,0,72,0,75,0,78,0,30,0,21,0,78,0,82,0,74,0,68,0,11,0,9,0,10,0,9,0,5,0,56,0,34,0,70,0,72,0,84,0,74,0,65,0,65,0,76,0,75,0,74,0,73,0,80,0,24,0,87,0,28,0,79,0,72,0,,23,Right Wing,RW,,,,,,,,,,,,,
257075,1210,78,Paul,Nebel,,10/10/2002 12:00:00 AM,169,3,4,1,Bundesliga,67,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257075.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257075.png?width=265,14,Center Midfielder,CM,12,Right Midfielder,RM,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,169,1. FSV Mainz 05,https://drop-assets.ea.com/images/4QO9B5tBI7mcWhzDDO3b6N/f70a1fd45fb4a6dd80ceea61a3e91c4d/l169.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,79,0,91,0,55,0,90,0,48,0,54,0,91,0,78,0,74,0,68,0,70,0,45,0,49,0,82,0,82,0,78,0,50,0,11,0,9,0,10,0,6,0,9,0,39,0,46,0,69,0,74,0,71,0,72,0,54,0,60,0,79,0,77,0,75,0,76,0,75,0,50,0,65,0,42,0,77,0,68,0,,,,,,,,,,,,,,,,,
250955,1213,78,Josip,Stanišić,,4/2/2000 12:00:00 AM,187,2,4,1,Bundesliga,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p250955.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/250955.png?width=265,3,Right Back,RB,12,Right Midfielder,RM,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,10,Croatia,https://drop-assets.ea.com/images/4ZYNK06L8ZkJTrdtSby4NW/eb42cc852fc74ea3d3f5b8904fb5194f/f_10.png,21,FC Bayern München,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,false,5,CB,Center Back,defense,Defense,68,0,66,0,82,0,71,0,75,0,75,0,64,0,73,0,66,0,72,0,67,0,79,0,80,0,69,0,68,0,44,0,23,0,11,0,6,0,10,0,9,0,12,0,77,0,78,0,60,0,37,0,73,0,65,0,37,0,74,0,53,0,76,0,44,0,74,0,52,0,81,0,77,0,79,0,58,0,29,0,,,,,,,,,,,,,,,,,
253242,1214,78,Adrián,Martínez,,7/7/1992 12:00:00 AM,176,3,3,2,LPF,89,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253242.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/253242.png?width=265,,,,,,,trait1_2,Chip Shot,"Faster, more accurate chip shots",https://drop-assets.ea.com/images/6Gl08kt7odn1fJNX74CS2P/984feac3cd8d99902f5cb5131d5fd26a/Chip_Shot.png,playStyle,Play Style,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_536870912,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,playStyle,Play Style,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,101085,Racing Club,https://drop-assets.ea.com/images/A8RKWVxKQsKjBbty5kzt6/a21fa30821daf7c6a65546e58558c496/l101085.png,false,25,ST,Striker,attack,Attack,72,0,65,0,85,0,73,0,93,0,77,0,45,0,76,0,67,0,50,0,42,0,42,0,27,0,72,0,73,0,81,0,47,0,13,0,11,0,10,0,16,0,14,0,80,0,46,0,55,0,72,0,69,0,59,0,70,0,84,0,82,0,78,0,78,0,64,0,79,0,33,0,67,0,44,0,69,0,70,0,,,,,,,,,,,,,,,,,
254803,1215,78,Senne,Lammens,,7/7/2002 12:00:00 AM,193,1,4,1,Premier League,92,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254803.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/254803.png?width=250,,,,,,,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,,,,,,,,,,,,,0,Men's Football,7,Belgium,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,11,Man Utd,https://drop-assets.ea.com/images/5xxJeUfFY6FEQZEJyJK35/990979becf88b88ecb6461dc441c2ebf/l11.png,false,0,GK,Goalkeeper,defense,Defense,19,0,40,0,64,0,29,0,79,0,29,0,27,0,19,0,36,0,14,0,12,0,21,0,7,0,77,0,15,0,10,0,11,0,79,0,77,0,71,0,79,0,77,0,14,0,15,0,39,0,8,0,79,0,71,0,11,0,79,0,6,0,73,0,77,0,40,0,53,0,12,0,25,0,15,0,30,0,8,0,,,,,,,,,,,,,,,,,
265450,1216,78,Johan,Bakayoko,,4/20/2003 12:00:00 AM,179,4,3,2,Bundesliga,73,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265450.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/265450.png?width=265,12,Right Midfielder,RM,,,,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,0,Men's Football,7,Belgium,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,112172,RB Leipzig,https://drop-assets.ea.com/images/1EoW6b2VkhiP3S0vqikd9s/f181f899a2037360f70a9a8aba18af30/l112172.png,false,23,RW,Right Wing,attack,Attack,87,0,86,0,70,0,70,0,68,0,40,0,77,0,81,0,71,0,73,0,78,0,33,0,24,0,81,0,83,0,74,0,57,0,7,0,14,0,7,0,6,0,9,0,58,0,33,0,58,0,74,0,85,0,70,0,59,0,63,0,74,0,73,0,72,0,72,0,69,0,27,0,83,0,35,0,74,0,64,0,,,,,trait1_33554432,Quick Step,Faster acceleration during Explosive Sprint,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,playStyle,Play Style,,,,,,,
265695,1217,78,Matías,Soulé,,4/15/2003 12:00:00 AM,176,4,4,2,Serie A Enilive,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265695.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/265695.png?width=265,12,Right Midfielder,RM,14,Center Midfielder,CM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,52,AS Roma,https://drop-assets.ea.com/images/2ruQP0TDYcCmtVFKr9qMBI/5f53795056598b1faac31300900b8671/l52.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,83,0,83,0,68,0,86,0,51,0,38,0,78,0,81,0,70,0,75,0,79,0,36,0,28,0,81,0,83,0,75,0,76,0,15,0,8,0,11,0,15,0,14,0,58,0,30,0,72,0,77,0,79,0,76,0,69,0,58,0,74,0,73,0,74,0,77,0,72,0,38,0,76,0,40,0,76,0,69,0,,,,,,,,,,,,,,,,,
