id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel
186153,194,84,Wojciech,Szczęsny,,4/18/1990 0:00,196,1,3,1,LALIGA EA SPORTS,90,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p186153.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/186153.png?width=250,,,,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,,,,,,,0,Men's Football,37,Poland,https://drop-assets.ea.com/images/2ldG0tWskgN4waD1fBmnk1/24cbe80f6af25d3ab745fd339b024988/f_37.png,241,FC Barcelona,https://drop-assets.ea.com/images/5VXhqALaBzgvb2YG8iJxlq/990024f3e3ecc9e6c37eae41ebef86bd/l241.png,TRUE,0,GK,Goalkeeper,defense,Defense,49,0,55,0,69,0,45,0,65,0,40,0,51,0,22,0,65,0,12,0,16,0,48,0,20,0,84,0,11,0,12,0,14,0,82,0,83,0,75,0,84,0,84,0,16,0,15,0,66,0,14,0,82,0,75,0,18,0,84,0,14,0,80,0,83,0,51,0,56,0,12,0,46,0,13,0,48,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257279,196,84,Alejandro,Baena Rodríguez,Álex Baena,7/20/2001 0:00,175,3,4,1,LALIGA EA SPORTS,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257279.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257279.png?width=265,25,Striker,ST,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,240,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,FALSE,16,LM,Left Midfielder,midfielder,Midfielder,79,0,80,0,71,0,78,0,60,0,76,0,76,0,84,0,74,0,85,0,78,0,65,0,67,0,82,0,83,0,77,0,80,0,6,0,11,0,8,0,12,0,11,0,58,0,66,0,82,0,76,0,79,0,84,0,68,0,68,0,82,0,82,0,76,0,87,0,77,0,64,0,79,0,66,0,84,0,69,0,,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_2048,Tiki Taka,Accurate first-time Ground Passes,https://drop-assets.ea.com/images/2tvHC5JQ2sXrN8wUTJWLEA/94b0f6a78d1a9e1348a33c9772f23afd/Tiki_Taka.png,playStyle,Play Style,27,Left Wing,LW,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,,,
220502,197,84,Mattia,Zaccagni,,6/16/1995 0:00,177,4,4,1,Serie A Enilive,63,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220502.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/220502.png?width=265,27,Left Wing,LW,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,0,Men's Football,27,Italy,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,115841,Latium,https://drop-assets.ea.com/images/APtVhL3q3cFDG9pkum0Q4/cbfe542e327cc69c0890b8b5a189fad7/l115841.png,FALSE,16,LM,Left Midfielder,midfielder,Midfielder,90,0,92,0,77,0,81,0,59,0,61,0,83,0,87,0,83,0,75,0,70,0,57,0,55,0,87,0,88,0,79,0,71,0,13,0,16,0,14,0,8,0,7,0,66,0,58,0,77,0,76,0,88,0,77,0,72,0,66,0,80,0,83,0,78,0,80,0,78,0,52,0,87,0,58,0,79,0,74,0,,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,,,,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,
262621,198,84,Giorgi,Mamardashvili,,9/29/2000 0:00,199,1,3,2,Premier League,88,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262621.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/262621.png?width=250,,,,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,0,Men's Football,20,Georgia,https://drop-assets.ea.com/images/3eic7SGyTgHir61pXVpugW/887da1b350fe627155eac0676d851ec3/f_20.png,9,Liverpool,https://drop-assets.ea.com/images/3mmzooNXBDCKuCy6kWcGQo/2e332a30fe2a7225a88fcb1898f48bbf/l9.png,FALSE,0,GK,Goalkeeper,defense,Defense,48,0,40,0,71,0,45,0,74,0,25,0,26,0,22,0,26,0,13,0,11,0,48,0,5,0,84,0,11,0,9,0,10,0,84,0,81,0,72,0,84,0,84,0,14,0,8,0,20,0,7,0,84,0,72,0,11,0,84,0,8,0,74,0,81,0,20,0,54,0,10,0,48,0,12,0,34,0,7,0,,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231521,199,84,Exequiel,Palacios,,10/5/1998 0:00,178,3,4,1,Bundesliga,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231521.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/231521.png?width=265,10,Center Defensive Midfielder,CDM,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,32,Leverkusen,https://drop-assets.ea.com/images/mGqQw1um1ucUAshcK0Eop/9c7fe656f526c98b217ff2a052377b5c/l32.png,FALSE,14,CM,Center Midfielder,midfielder,Midfielder,72,0,78,0,74,0,68,0,67,0,84,0,79,0,84,0,83,0,70,0,73,0,81,0,80,0,82,0,82,0,74,0,54,0,10,0,5,0,8,0,9,0,6,0,67,0,86,0,84,0,79,0,62,0,80,0,72,0,71,0,79,0,85,0,76,0,86,0,81,0,80,0,53,0,84,0,83,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245367,201,84,Xavi,Simons,,4/21/2003 0:00,179,4,3,1,Premier League,58,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245367.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/245367.png?width=265,16,Left Midfielder,LM,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,18,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,FALSE,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,83,0,90,0,68,0,82,0,62,0,76,0,87,0,86,0,81,0,74,0,82,0,61,0,60,0,87,0,87,0,79,0,65,0,9,0,11,0,5,0,8,0,10,0,60,0,65,0,79,0,81,0,77,0,80,0,61,0,70,0,79,0,85,0,77,0,84,0,78,0,56,0,72,0,62,0,85,0,62,0,,trait1_2048,Tiki Taka,Accurate first-time Ground Passes,https://drop-assets.ea.com/images/2tvHC5JQ2sXrN8wUTJWLEA/94b0f6a78d1a9e1348a33c9772f23afd/Tiki_Taka.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,25,Striker,ST,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,,,,,,,,,
167495,203,84,Manuel,Neuer,,3/27/1986 0:00,193,1,4,1,Bundesliga,93,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p167495.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/167495.png?width=265,,,,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,21,FC Bayern München,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,FALSE,0,GK,Goalkeeper,defense,Defense,29,0,51,0,71,0,43,0,80,0,29,0,35,0,44,0,67,0,15,0,14,0,31,0,17,0,81,0,30,0,13,0,11,0,81,0,81,0,90,0,86,0,81,0,25,0,30,0,67,0,16,0,81,0,90,0,49,0,86,0,12,0,83,0,81,0,60,0,68,0,11,0,35,0,10,0,68,0,11,0,,icontrait1_512,Pinged Pass+,Max speed ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/oo97JUOYDmoWUVpz38rYE/405e5f5068bbb56c43fcf3e0f79e3f02/Pinged_Pass_.png,playStylePlus,Play Style Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224293,206,84,Rúben Diogo,da Silva Neves,Rúben Neves,3/13/1997 0:00,180,3,4,1,ROSHN Saudi League,83,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224293.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/224293.png?width=265,14,Center Midfielder,CM,trait1_8,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",https://drop-assets.ea.com/images/1razu2wcM3XA82VvB7NyUm/eec6b07080e49d6bf2d7a7951a22375f/Dead_Ball.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,605,Al Hilal,https://drop-assets.ea.com/images/S6sbDN9mfGaVn2VJDekYR/c6f580c98a0d614b0b308a89a241c6ab/l605.png,FALSE,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,58,0,64,0,68,0,80,0,74,0,76,0,73,0,84,0,88,0,85,0,84,0,77,0,81,0,77,0,74,0,66,0,81,0,16,0,12,0,10,0,8,0,10,0,57,0,79,0,88,0,83,0,57,0,87,0,84,0,76,0,62,0,85,0,75,0,88,0,86,0,79,0,57,0,79,0,87,0,82,0,,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,,,,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,,,
242516,207,84,Cody,Gakpo,,5/7/1999 0:00,189,4,4,1,Premier League,76,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242516.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/242516.png?width=265,27,Left Wing,LW,trait1_1,Finesse Shot,Faster finesse shots with more curve and accuracy,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,playStyle,Play Style,trait1_16,Precision Header,Performs headers with increased accuracy and power.,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,playStyle,Play Style,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,9,Liverpool,https://drop-assets.ea.com/images/3mmzooNXBDCKuCy6kWcGQo/2e332a30fe2a7225a88fcb1898f48bbf/l9.png,FALSE,16,LM,Left Midfielder,midfielder,Midfielder,85,0,75,0,89,0,76,0,75,0,63,0,67,0,85,0,83,0,83,0,82,0,47,0,42,0,83,0,86,0,81,0,76,0,15,0,11,0,7,0,9,0,5,0,81,0,45,0,75,0,83,0,83,0,80,0,68,0,74,0,83,0,83,0,82,0,81,0,88,0,31,0,82,0,48,0,81,0,78,0,,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_4194304,First Touch,"Reduced trapping error, faster dribbling transition",https://drop-assets.ea.com/images/3f727XsoDVLbT49oMk0HBu/2787568be8ccb2d5daa2d18fabacad97/First_Touch.png,playStyle,Play Style,,,,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,,,,,,,,,,,
218667,208,84,Bernardo Mota,Carvalho e Silva,Bernardo Silva,8/10/1994 0:00,173,4,3,2,Premier League,65,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p218667.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/218667.png?width=265,12,Right Midfielder,RM,trait1_64,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,playStyle,Play Style,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,10,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,FALSE,14,CM,Center Midfielder,midfielder,Midfielder,68,0,93,0,58,0,90,0,47,0,78,0,92,0,88,0,86,0,82,0,84,0,71,0,70,0,89,0,88,0,78,0,67,0,9,0,10,0,14,0,12,0,9,0,54,0,73,0,82,0,79,0,61,0,83,0,64,0,65,0,80,0,87,0,78,0,86,0,79,0,68,0,55,0,76,0,85,0,78,0,,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,10,Center Defensive Midfielder,CDM,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,icontrait1_2048,Tiki Taka+,Even greater accuracy in first-time Ground Passes,https://drop-assets.ea.com/images/41inaqjOz5PemcT2DAIIbO/ea5bce0dbf959316d4f7fea60824ef9b/Tiki_Taka_.png,playStylePlus,Play Style Plus,,,,,,,18,Center Attacking Midfielder,CAM
222077,209,84,Manuel,Locatelli,,1/8/1998 0:00,185,3,4,1,Serie A Enilive,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222077.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/222077.png?width=265,14,Center Midfielder,CM,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_8192,Inventive,Fancy and Trivela passes are performed with improved accuracy.,https://drop-assets.ea.com/images/4fpo31RdL5T0vrzNqcSc4x/f82209bfd51270dcc447d4313b3e61f1/Inventive.png,playStyle,Play Style,0,Men's Football,27,Italy,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,45,Juventus,https://drop-assets.ea.com/images/6zWQmPATtK8lpsiXbKb3mY/6b2d1dab08ef14f63271a5cd70a0db0d/l45.png,TRUE,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,61,0,65,0,72,0,89,0,71,0,81,0,61,0,81,0,82,0,73,0,73,0,81,0,82,0,76,0,76,0,58,0,64,0,11,0,12,0,11,0,10,0,15,0,68,0,81,0,84,0,80,0,63,0,80,0,75,0,78,0,68,0,82,0,69,0,85,0,79,0,80,0,65,0,85,0,82,0,70,0,,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,,,,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,
