id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,team,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,alternatePositions/0,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label
242201,777,79,Luis,Milla Manzanares,Luis Milla,10/7/1994 12:00:00 AM,175,3,3,1,LALIGA EA SPORTS,67,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242201.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/242201.png?width=265,10,Center Defensive Midfielder,CDM,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,1860,Getafe CF,https://drop-assets.ea.com/images/44YMNWepTyO6Bq40e9JFvy/a282461a849f13c104c8163cd2253e2a/l1860.png,false,14,CM,Center Midfielder,midfielder,Midfielder,72,0,68,0,66,0,82,0,68,0,75,0,77,0,78,0,81,0,76,0,76,0,75,0,78,0,76,0,75,0,70,0,78,0,12,0,13,0,8,0,10,0,10,0,49,0,81,0,81,0,75,0,69,0,80,0,75,0,73,0,77,0,79,0,72,0,82,0,76,0,72,0,67,0,79,0,79,0,56,0,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,
255069,778,79,Nicolás,González Iglesias,Nico González,1/3/2002 12:00:00 AM,188,3,3,1,Premier League,88,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255069.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/255069.png?width=265,14,Center Midfielder,CM,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,10,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,66,0,67,0,77,0,80,0,79,0,85,0,57,0,81,0,75,0,70,0,62,0,74,0,74,0,77,0,78,0,70,0,59,0,14,0,14,0,10,0,12,0,7,0,69,0,73,0,79,0,68,0,67,0,77,0,60,0,80,0,72,0,76,0,70,0,83,0,76,0,70,0,67,0,79,0,79,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213884,781,79,Ryan,Christie,,2/12/1995 12:00:00 AM,178,3,4,2,Premier League,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213884.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/213884.png?width=265,14,Center Midfielder,CM,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,0,Men's Football,42,Scotland,https://drop-assets.ea.com/images/3LfmKqyBykOGZyfdSpENTr/ec3733dfa9526c8f6da96bf0f8c7448e/f_42.png,1943,AFC Bournemouth,https://drop-assets.ea.com/images/5Z6J6MhqjuJVwE7SVnfr5E/6075ff3239d67bdf8258a067ed93ccdb/l1943.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,73,0,78,0,69,0,85,0,69,0,82,0,80,0,77,0,79,0,72,0,75,0,74,0,74,0,78,0,77,0,68,0,70,0,13,0,9,0,12,0,7,0,8,0,53,0,81,0,79,0,70,0,69,0,77,0,73,0,76,0,74,0,80,0,70,0,80,0,77,0,74,0,66,0,76,0,77,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226456,782,79,Pablo,Fornals Malla,Pablo Fornals,2/22/1996 12:00:00 AM,178,4,3,1,LALIGA EA SPORTS,67,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226456.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/226456.png?width=265,14,Center Midfielder,CM,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,449,Real Betis,https://drop-assets.ea.com/images/4rODtg2WvYGHhUGfPXxilW/e047163865b561a0ced87f9f593498c1/l449.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,66,0,75,0,64,0,81,0,66,0,74,0,73,0,83,0,82,0,80,0,74,0,73,0,75,0,80,0,79,0,76,0,70,0,9,0,11,0,12,0,7,0,15,0,50,0,75,0,80,0,75,0,65,0,80,0,55,0,71,0,78,0,78,0,75,0,80,0,76,0,75,0,65,0,77,0,84,0,70,0,,,,,,,,,,,,,12,Right Midfielder,RM,,,,,,,,,,,,,,,,,,,,,,,
233084,783,79,Nahuel,Molina,,4/6/1998 12:00:00 AM,175,3,3,1,LALIGA EA SPORTS,70,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233084.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/233084.png?width=265,12,Right Midfielder,RM,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,240,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,false,3,RB,Right Back,defense,Defense,79,0,81,0,74,0,85,0,63,0,74,0,76,0,76,0,74,0,78,0,68,0,75,0,75,0,76,0,75,0,67,0,44,0,12,0,13,0,8,0,5,0,10,0,63,0,77,0,69,0,67,0,82,0,73,0,45,0,71,0,77,0,76,0,67,0,76,0,70,0,76,0,84,0,77,0,76,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248465,784,79,Ian,Maatsen,,3/10/2002 12:00:00 AM,178,3,2,2,Premier League,68,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248465.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/248465.png?width=265,16,Left Midfielder,LM,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,false,7,LB,Left Back,defense,Defense,88,0,86,0,70,0,74,0,52,0,73,0,86,0,80,0,76,0,77,0,71,0,73,0,74,0,81,0,81,0,64,0,62,0,9,0,10,0,12,0,15,0,9,0,58,0,76,0,70,0,68,0,87,0,75,0,45,0,63,0,68,0,78,0,65,0,79,0,72,0,78,0,87,0,72,0,72,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252552,785,79,Konstantinos,Tzolakis,,11/8/2002 12:00:00 AM,193,1,3,1,Hellas Liga,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252552.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/252552.png?width=250,,,,trait2_4,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",https://drop-assets.ea.com/images/4Uvgm6UNiSz3say1zZqKDC/51837f53072d5e01063699f6d2b7401a/Cross_Claimer.png,playStyle,Play Style,,,,,,,0,Men's Football,22,Greece,https://drop-assets.ea.com/images/6zI3f01SVKRJFIel1ad4BC/f85935df3b415f4a3f7320e8f78e398f/f_22.png,280,Olympiacos FC,https://drop-assets.ea.com/images/2hyiQlv23Ipa7IOEtN7qAv/39a4514bd5a02d0d6db09d8eb2564c8f/l280.png,false,0,GK,Goalkeeper,defense,Defense,53,0,63,0,68,0,43,0,68,0,38,0,57,0,41,0,61,0,12,0,31,0,54,0,8,0,81,0,26,0,10,0,11,0,79,0,77,0,74,0,79,0,81,0,11,0,9,0,56,0,11,0,79,0,74,0,16,0,79,0,9,0,73,0,77,0,47,0,56,0,14,0,56,0,14,0,61,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220651,786,79,José Ángel,Esmoris Tasende,Angeliño,1/4/1997 12:00:00 AM,171,4,3,2,Serie A Enilive,69,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220651.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/220651.png?width=265,16,Left Midfielder,LM,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,52,AS Roma,https://drop-assets.ea.com/images/2ruQP0TDYcCmtVFKr9qMBI/5f53795056598b1faac31300900b8671/l52.png,false,7,LB,Left Back,defense,Defense,77,0,84,0,71,0,87,0,56,0,76,0,83,0,83,0,80,0,86,0,83,0,74,0,76,0,80,0,78,0,68,0,76,0,13,0,6,0,13,0,13,0,13,0,63,0,75,0,80,0,67,0,69,0,81,0,55,0,69,0,78,0,77,0,70,0,82,0,82,0,74,0,62,0,75,0,78,0,63,0,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,trait1_134217728,Long Throw,Powerful throw-ins for greater distance,https://drop-assets.ea.com/images/51OlohNQvoEwW0aLhknAHh/58fa7d903d10f6d8cfa2622f62ba6b6f/Long_Throw.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,
224836,787,79,Vanja,Milinković-Savić,,2/20/1997 12:00:00 AM,202,1,3,1,Serie A Enilive,99,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224836.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/224836.png?width=265,,,,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait2_1,Far Throw,Unique goalkeeper throw animations with longer throw distance,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,playStyle,Play Style,0,Men's Football,51,Serbia,https://drop-assets.ea.com/images/2GKu0zRZkrHdnQe5yZ5cSP/3ef9ea7c2fdd64aba769e1308bf133f0/f_51.png,48,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,false,0,GK,Goalkeeper,defense,Defense,41,0,38,0,67,0,33,0,73,0,34,0,38,0,18,0,65,0,18,0,40,0,43,0,11,0,79,0,15,0,20,0,40,0,79,0,77,0,84,0,81,0,79,0,12,0,21,0,30,0,20,0,79,0,84,0,24,0,81,0,12,0,72,0,77,0,31,0,63,0,19,0,45,0,15,0,58,0,16,0,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229891,788,79,Julian,Ryerson,,11/17/1997 12:00:00 AM,183,2,3,1,Bundesliga,82,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229891.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/229891.png?width=265,7,Left Back,LB,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,0,Men's Football,36,Norway,https://drop-assets.ea.com/images/kyD8KeqfkpF4AODggVj9z/999272a9ed21faa0d79c9ed626b89ec2/f_36.png,22,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,false,3,RB,Right Back,defense,Defense,77,0,76,0,74,0,83,0,80,0,86,0,77,0,76,0,74,0,79,0,63,0,77,0,83,0,76,0,76,0,62,0,54,0,7,0,13,0,8,0,7,0,7,0,64,0,74,0,69,0,61,0,74,0,71,0,44,0,82,0,63,0,77,0,63,0,76,0,73,0,80,0,72,0,75,0,63,0,55,0,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,12,Right Midfielder,RM,,,,,,,,,,,,,,,,,,,,,,,
234505,789,79,Evander,da Silva Ferreira,Evander,6/9/1998 12:00:00 AM,178,4,4,1,MLS,73,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234505.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/234505.png?width=265,14,Center Midfielder,CM,trait1_128,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,playStyle,Play Style,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,0,Men's Football,54,Brazil,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,113149,FC Cincinnati,https://drop-assets.ea.com/images/6LPKd3WwcBZ8LDcUuykbnj/ff5428082b780a98ebcb981a8891c58e/l113149.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,74,0,81,0,66,0,83,0,62,0,71,0,83,0,79,0,77,0,73,0,78,0,66,0,71,0,81,0,83,0,79,0,79,0,11,0,8,0,12,0,11,0,6,0,51,0,68,0,77,0,79,0,72,0,78,0,74,0,69,0,76,0,74,0,77,0,80,0,77,0,56,0,71,0,68,0,80,0,55,0,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,25,Striker,ST,,,,,,,,,,,,,,,,,,,,,,,
257191,790,79,Anton,Stach,,11/15/1998 12:00:00 AM,194,3,4,1,Premier League,88,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257191.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257191.png?width=265,14,Center Midfielder,CM,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,8,Leeds United,https://drop-assets.ea.com/images/4GwGagnihmCNc321tRi8qB/07ddd8a7768922d58f01c2b6f2964a18/l8.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,68,0,62,0,85,0,82,0,81,0,74,0,48,0,77,0,68,0,75,0,71,0,78,0,70,0,72,0,74,0,59,0,64,0,7,0,14,0,8,0,7,0,11,0,76,0,88,0,75,0,78,0,70,0,75,0,51,0,80,0,74,0,79,0,68,0,76,0,85,0,78,0,71,0,79,0,76,0,54,0,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,5,Center Back,CB,,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,
183711,791,79,Jordan,Henderson,,6/17/1990 12:00:00 AM,182,3,3,1,Premier League,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p183711.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/183711.png?width=265,14,Center Midfielder,CM,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_1024,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,playStyle,Play Style,0,Men's Football,14,England,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,1925,Brentford,https://drop-assets.ea.com/images/3UCvZhjBB0odWNL0OPusuK/1de0f5b97a2e137201670df2cf09e1a5/l1925.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,62,0,62,0,74,0,77,0,77,0,80,0,65,0,78,0,78,0,81,0,80,0,75,0,77,0,74,0,74,0,69,0,70,0,7,0,13,0,7,0,9,0,13,0,63,0,78,0,83,0,72,0,65,0,80,0,67,0,77,0,75,0,79,0,71,0,81,0,77,0,74,0,67,0,76,0,78,0,70,0,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192638,792,79,Marcos,Alonso Mendoza,Marcos Alonso,12/28/1990 12:00:00 AM,188,3,3,2,LALIGA EA SPORTS,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192638.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/192638.png?width=250,7,Left Back,LB,,,,,,,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,450,Celta,https://drop-assets.ea.com/images/3t0uDwxQg2iWoXop58je1a/d5c49ec269ace3a1ad2ded5fb2e8a9ec/l450.png,false,5,CB,Center Back,defense,Defense,58,0,63,0,80,0,74,0,76,0,80,0,56,0,77,0,79,0,83,0,84,0,80,0,80,0,74,0,76,0,70,0,83,0,9,0,7,0,13,0,9,0,12,0,79,0,81,0,76,0,75,0,57,0,80,0,75,0,77,0,77,0,79,0,74,0,82,0,82,0,79,0,56,0,80,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
