id,rank,overallRating,firstName,lastName,commonName,birthdate,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,avatarUrl,shieldUrl,alternatePositions/0/id,alternatePositions/0/label,alternatePositions/0/shortLabel,playerAbilities/0/id,playerAbilities/0/label,playerAbilities/0/description,playerAbilities/0/imageUrl,playerAbilities/0/type/id,playerAbilities/0/type/label,playerAbilities/1/id,playerAbilities/1/label,playerAbilities/1/description,playerAbilities/1/imageUrl,playerAbilities/1/type/id,playerAbilities/1/type/label,gender/id,gender/label,nationality/id,nationality/label,nationality/imageUrl,team/id,team/label,team/imageUrl,team/isPopular,position/id,position/shortLabel,position/label,position/positionType/id,position/positionType/name,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/aggression/value,stats/aggression/diff,stats/balance/value,stats/balance/diff,stats/ballControl/value,stats/ballControl/diff,stats/composure/value,stats/composure/diff,stats/crossing/value,stats/crossing/diff,stats/curve/value,stats/curve/diff,stats/def/value,stats/def/diff,stats/defensiveAwareness/value,stats/defensiveAwareness/diff,stats/dri/value,stats/dri/diff,stats/dribbling/value,stats/dribbling/diff,stats/finishing/value,stats/finishing/diff,stats/freeKickAccuracy/value,stats/freeKickAccuracy/diff,stats/gkDiving/value,stats/gkDiving/diff,stats/gkHandling/value,stats/gkHandling/diff,stats/gkKicking/value,stats/gkKicking/diff,stats/gkPositioning/value,stats/gkPositioning/diff,stats/gkReflexes/value,stats/gkReflexes/diff,stats/headingAccuracy/value,stats/headingAccuracy/diff,stats/interceptions/value,stats/interceptions/diff,stats/longPassing/value,stats/longPassing/diff,stats/longShots/value,stats/longShots/diff,stats/pac/value,stats/pac/diff,stats/pas/value,stats/pas/diff,stats/penalties/value,stats/penalties/diff,stats/phy/value,stats/phy/diff,stats/positioning/value,stats/positioning/diff,stats/reactions/value,stats/reactions/diff,stats/sho/value,stats/sho/diff,stats/shortPassing/value,stats/shortPassing/diff,stats/shotPower/value,stats/shotPower/diff,stats/slidingTackle/value,stats/slidingTackle/diff,stats/sprintSpeed/value,stats/sprintSpeed/diff,stats/standingTackle/value,stats/standingTackle/diff,stats/vision/value,stats/vision/diff,stats/volleys/value,stats/volleys/diff,alternatePositions/0,alternatePositions/1/id,alternatePositions/1/label,alternatePositions/1/shortLabel,playerAbilities/2/id,playerAbilities/2/label,playerAbilities/2/description,playerAbilities/2/imageUrl,playerAbilities/2/type/id,playerAbilities/2/type/label,playerAbilities/3/id,playerAbilities/3/label,playerAbilities/3/description,playerAbilities/3/imageUrl,playerAbilities/3/type/id,playerAbilities/3/type/label,playerAbilities/4/id,playerAbilities/4/label,playerAbilities/4/description,playerAbilities/4/imageUrl,playerAbilities/4/type/id,playerAbilities/4/type/label,playerAbilities/5/id,playerAbilities/5/label,playerAbilities/5/description,playerAbilities/5/imageUrl,playerAbilities/5/type/id,playerAbilities/5/type/label,playerAbilities/6/id,playerAbilities/6/label,playerAbilities/6/description,playerAbilities/6/imageUrl,playerAbilities/6/type/id,playerAbilities/6/type/label,alternatePositions/2/id,alternatePositions/2/label,alternatePositions/2/shortLabel,team
246646,1321,77,Maxence,Caqueret,,2/15/2000 12:00:00 AM,174,3,3,1,Serie A Enilive,63,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246646.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/246646.png?width=265,10,Center Defensive Midfielder,CDM,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_512,Pinged Pass,Faster ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,playStyle,Play Style,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,1745,Como,https://drop-assets.ea.com/images/3y8mulzaICjwfi7inFVld2/ec9c71566982f8df59f26e81745143ec/l1745.png,false,14,CM,Center Midfielder,midfielder,Midfielder,77,0,85,0,63,0,80,0,55,0,81,0,83,0,78,0,78,0,67,0,66,0,76,0,77,0,78,0,77,0,60,0,69,0,8,0,5,0,12,0,5,0,15,0,48,0,78,0,79,0,63,0,75,0,75,0,70,0,67,0,69,0,76,0,62,0,80,0,63,0,71,0,73,0,83,0,77,0,53,0,,,,,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,
254817,1322,77,Maximiliano,Araújo,,2/15/2000 12:00:00 AM,177,4,2,2,Liga Portugal,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254817.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/254817.png?width=265,7,Left Back,LB,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,0,Men's Football,60,Uruguay,https://drop-assets.ea.com/images/GRwJwZ17RfDveZX4N4L78/25beda9babb2d93a8ff7bb5487eb263b/f_60.png,237,Sporting CP,https://drop-assets.ea.com/images/2bL9oGApMvbYE1o0Byl8KB/c914cde8141f11124f026cb198a0eb00/l237.png,false,16,LM,Left Midfielder,midfielder,Midfielder,87,0,85,0,76,0,78,0,60,0,72,0,70,0,80,0,73,0,74,0,70,0,68,0,68,0,79,0,78,0,71,0,45,0,12,0,13,0,9,0,8,0,9,0,62,0,72,0,69,0,46,0,85,0,70,0,54,0,68,0,74,0,75,0,63,0,72,0,67,0,67,0,84,0,69,0,69,0,36,0,,27,Left Wing,LW,trait1_134217728,Long Throw,Powerful throw-ins for greater distance,https://drop-assets.ea.com/images/51OlohNQvoEwW0aLhknAHh/58fa7d903d10f6d8cfa2622f62ba6b6f/Long_Throw.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201095,1323,77,Agustín,Marchesín,,3/16/1988 12:00:00 AM,188,1,3,1,LPF,85,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201095.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/201095.png?width=250,,,,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,,,,,,,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,1877,Boca Juniors,https://drop-assets.ea.com/images/4v42cau4ZlAgfPnWHaQSKn/a9fa2af475b4b779ed13870c7f1ec66b/l1877.png,false,0,GK,Goalkeeper,defense,Defense,54,0,64,0,64,0,38,0,57,0,45,0,59,0,20,0,64,0,18,0,16,0,53,0,22,0,77,0,24,0,14,0,15,0,77,0,75,0,74,0,76,0,77,0,11,0,15,0,34,0,12,0,77,0,74,0,14,0,76,0,18,0,74,0,75,0,37,0,56,0,15,0,51,0,15,0,65,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213565,1324,77,Thomas,Lemar,,11/12/1995 12:00:00 AM,171,4,3,2,LALIGA EA SPORTS,63,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213565.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/213565.png?width=265,16,Left Midfielder,LM,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,,,,,,,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,110062,Girona FC,https://drop-assets.ea.com/images/40lM20ITshJSKsZtWMGQ8m/3f11cea65b14635cc29654b6ba13c0b6/l110062.png,false,14,CM,Center Midfielder,midfielder,Midfielder,72,0,79,0,64,0,60,0,57,0,63,0,79,0,81,0,80,0,79,0,84,0,67,0,55,0,80,0,80,0,73,0,80,0,11,0,15,0,13,0,7,0,14,0,54,0,75,0,77,0,76,0,72,0,79,0,69,0,59,0,77,0,77,0,75,0,80,0,78,0,69,0,72,0,76,0,79,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239810,1325,77,Nicolas,Raskin,,2/23/2001 12:00:00 AM,178,3,4,1,Scottish Prem,74,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239810.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/239810.png?width=265,14,Center Midfielder,CM,trait1_512,Pinged Pass,Faster ground passes without affecting receiver's trapping,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,playStyle,Play Style,trait1_2048,Tiki Taka,Accurate first-time Ground Passes,https://drop-assets.ea.com/images/2tvHC5JQ2sXrN8wUTJWLEA/94b0f6a78d1a9e1348a33c9772f23afd/Tiki_Taka.png,playStyle,Play Style,0,Men's Football,7,Belgium,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,86,Rangers,https://drop-assets.ea.com/images/5lOjqHjEdrBuaj323x9jDf/b5504a0894594d6c3dfa97cca700e572/l86.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,78,0,82,0,76,0,84,0,65,0,82,0,88,0,76,0,79,0,66,0,69,0,73,0,71,0,76,0,72,0,58,0,67,0,14,0,14,0,13,0,11,0,7,0,66,0,72,0,74,0,67,0,73,0,73,0,58,0,74,0,64,0,80,0,63,0,79,0,71,0,72,0,68,0,77,0,71,0,58,0,,,,,trait1_16384,Jockey,"Faster Sprint Jockey, better transition speed",https://drop-assets.ea.com/images/7lHjpOBSghE6Ywt1jgVv1C/21f9914d00f073d79d4b46cac71b9087/Jockey.png,playStyle,Play Style,trait1_65536,Intercept,Increased reach and possession retention in interceptions,https://drop-assets.ea.com/images/5ysv7Iw8jDHl7sp1JXqIa7/d34004fed8c95bde083dcf8257391a70/Intercept.png,playStyle,Play Style,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,trait1_67108864,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",https://drop-assets.ea.com/images/2vVuRxgvPNaAuFGqZZ9nDY/3e2505addd5a6b353becdeaf7173d187/Relentless.png,playStyle,Play Style,,,,
257876,1326,77,Nicolas,Seiwald,,5/4/2001 12:00:00 AM,180,2,3,1,Bundesliga,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257876.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257876.png?width=265,14,Center Midfielder,CM,trait1_131072,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png,playStyle,Play Style,trait1_16777216,Press Proven,"Close control at jog speed, shields ball more effectively",https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png,playStyle,Play Style,0,Men's Football,4,Austria,https://drop-assets.ea.com/images/2nTz63NpDfuBGFbmXrDg0N/eaa6fc81bfd7bd77d76886d479841ebb/f_4.png,112172,RB Leipzig,https://drop-assets.ea.com/images/1EoW6b2VkhiP3S0vqikd9s/f181f899a2037360f70a9a8aba18af30/l112172.png,false,10,CDM,Center Defensive Midfielder,midfielder,Midfielder,74,0,77,0,76,0,81,0,72,0,78,0,76,0,75,0,70,0,73,0,73,0,74,0,71,0,74,0,72,0,58,0,60,0,5,0,8,0,7,0,14,0,7,0,63,0,79,0,79,0,66,0,72,0,74,0,54,0,76,0,68,0,78,0,62,0,75,0,70,0,72,0,70,0,77,0,74,0,58,0,,5,Center Back,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262659,1327,77,Noah,Atubolu,,5/25/2002 12:00:00 AM,190,1,3,1,Bundesliga,99,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262659.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/262659.png?width=250,,,,trait2_2,Footwork,"Exclusive foot saves, better performance on low shots",https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,playStyle,Play Style,trait2_16,Far Reach,"Unique far dive animations, better long shot saves",https://drop-assets.ea.com/images/7zbtymM2pCbANuM7wKFYZU/698e8ece65867df97e61189ac6666463/Far_Reach.png,playStyle,Play Style,0,Men's Football,21,Germany,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,25,SC Freiburg,https://drop-assets.ea.com/images/TnclXkBIoI1MtJBmRvObq/83167db02b49b274917cec5814510b79/l25.png,false,0,GK,Goalkeeper,defense,Defense,52,0,32,0,73,0,29,0,79,0,26,0,31,0,14,0,46,0,12,0,13,0,55,0,12,0,79,0,11,0,8,0,12,0,76,0,73,0,75,0,74,0,79,0,13,0,13,0,31,0,9,0,76,0,75,0,14,0,74,0,9,0,77,0,73,0,27,0,56,0,12,0,59,0,12,0,50,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271121,1328,77,Quilindschy,Hartman,,11/14/2001 12:00:00 AM,183,3,3,2,Premier League,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271121.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/271121.png?width=265,16,Left Midfielder,LM,trait1_256,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png,playStyle,Play Style,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,0,Men's Football,34,Holland,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,1796,Burnley,https://drop-assets.ea.com/images/6CqBvyQgjJzPA5vU64paT8/03d21bd0df65afa73b752f66ca5c1714/l1796.png,false,7,LB,Left Back,defense,Defense,80,0,74,0,76,0,74,0,76,0,84,0,66,0,77,0,75,0,69,0,75,0,73,0,75,0,74,0,73,0,59,0,68,0,13,0,14,0,12,0,14,0,9,0,52,0,74,0,77,0,54,0,78,0,75,0,47,0,77,0,73,0,79,0,55,0,78,0,50,0,75,0,76,0,77,0,75,0,42,0,,,,,trait1_268435456,Bruiser,Stronger physical tackles,https://drop-assets.ea.com/images/7euMJ2jVypFrFPQesWuGGm/14019168b12faac1584a2920d5c2d5d9/Bruiser.png,playStyle,Play Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167948,1329,77,Hugo,Lloris,,12/26/1986 12:00:00 AM,188,1,1,2,MLS,82,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p167948.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/167948.png?width=250,,,,trait2_32,Deflector,"Unique deflection animations, powerful parries to safer areas",https://drop-assets.ea.com/images/6nb9RYWNVuvUaLZDskFao7/0ad930b0874e7c9454b31de942c0d3f1/Deflector.png,playStyle,Play Style,,,,,,,0,Men's Football,18,France,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,112996,LAFC,https://drop-assets.ea.com/images/7HVxXj38u4xwAYPYjnYeBm/dd7c8333fd89f025a52fa53a96406475/l112996.png,false,0,GK,Goalkeeper,defense,Defense,55,0,49,0,54,0,31,0,39,0,31,0,56,0,29,0,54,0,15,0,15,0,54,0,24,0,77,0,13,0,10,0,12,0,78,0,76,0,69,0,77,0,77,0,10,0,25,0,54,0,14,0,78,0,69,0,40,0,77,0,9,0,75,0,76,0,52,0,52,0,18,0,53,0,13,0,58,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193314,1330,77,Aitor,Fernández,Aitor,5/3/1991 12:00:00 AM,182,1,2,1,LALIGA EA SPORTS,78,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p193314.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/193314.png?width=250,,,,,,,,,,,,,,,,0,Men's Football,45,Spain,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,479,CA Osasuna,https://drop-assets.ea.com/images/5T0gPuxPGVG3BLEP9wYxLx/8be8ef52e215bc47956d1084f702409d/l479.png,false,0,GK,Goalkeeper,defense,Defense,58,0,55,0,65,0,39,0,52,0,15,0,48,0,14,0,55,0,30,0,34,0,56,0,14,0,80,0,22,0,12,0,14,0,77,0,74,0,68,0,76,0,80,0,20,0,24,0,35,0,12,0,77,0,68,0,24,0,76,0,15,0,76,0,74,0,38,0,51,0,12,0,53,0,13,0,50,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219985,1331,77,Matías,Vecino,,8/24/1991 12:00:00 AM,187,3,3,1,Serie A Enilive,81,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p219985.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/219985.png?width=265,10,Center Defensive Midfielder,CDM,trait1_4,Power Shot,Faster power shots with increased speed,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png,playStyle,Play Style,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,0,Men's Football,60,Uruguay,https://drop-assets.ea.com/images/GRwJwZ17RfDveZX4N4L78/25beda9babb2d93a8ff7bb5487eb263b/f_60.png,115841,Latium,https://drop-assets.ea.com/images/APtVhL3q3cFDG9pkum0Q4/cbfe542e327cc69c0890b8b5a189fad7/l115841.png,false,14,CM,Center Midfielder,midfielder,Midfielder,52,0,67,0,81,0,64,0,77,0,81,0,62,0,80,0,80,0,69,0,64,0,79,0,77,0,76,0,76,0,68,0,58,0,4,0,4,0,4,0,4,0,4,0,83,0,82,0,75,0,77,0,53,0,75,0,56,0,75,0,79,0,78,0,73,0,79,0,82,0,76,0,54,0,77,0,79,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226162,1332,77,Emiliano,Buendía,,12/25/1996 12:00:00 AM,172,4,4,1,Premier League,72,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226162.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/226162.png?width=265,16,Left Midfielder,LM,trait1_262144,Slide Tackle,Stops ball at feet during slide tackles,https://drop-assets.ea.com/images/7mI1lrxE0pv9iJfQFki9OA/8c1ecac325f923e049be72231c8c968a/Slide_Tackle.png,playStyle,Play Style,trait1_1048576,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",https://drop-assets.ea.com/images/5Esx7NK4YBU44O4bo07rvb/69ca9417da7fd07905f6c6956ad93f6d/Technical.png,playStyle,Play Style,0,Men's Football,52,Argentina,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,2,Aston Villa,https://drop-assets.ea.com/images/57c0ppYsEA88xL0gxqce8K/99605df97c6a96ea3b6e8a424c217af0/l2.png,false,18,CAM,Center Attacking Midfielder,midfielder,Midfielder,74,0,84,0,77,0,60,0,61,0,83,0,90,0,80,0,77,0,78,0,81,0,66,0,67,0,81,0,81,0,74,0,74,0,11,0,10,0,13,0,7,0,9,0,75,0,60,0,75,0,75,0,66,0,78,0,62,0,66,0,75,0,74,0,74,0,80,0,77,0,61,0,60,0,68,0,78,0,68,0,,12,Right Midfielder,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Center Midfielder,CM,
230625,1333,77,Matheus,Reis de Lima,Matheus Reis,2/18/1995 12:00:00 AM,184,3,2,2,Liga Portugal,80,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230625.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/230625.png?width=265,7,Left Back,LB,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_32768,Block,Increased reach and success in blocking,https://drop-assets.ea.com/images/2Rlftzr8lqUdI29suCQVWe/43c6c36e8bd5fa26b88478d4354611a2/Block.png,playStyle,Play Style,0,Men's Football,54,Brazil,https://drop-assets.ea.com/images/1zdNn1R9tRlfQ3lsbAOecD/a606f742789b6306363383a6e20dd003/f_54.png,237,Sporting CP,https://drop-assets.ea.com/images/2bL9oGApMvbYE1o0Byl8KB/c914cde8141f11124f026cb198a0eb00/l237.png,false,5,CB,Center Back,defense,Defense,75,0,75,0,82,0,80,0,79,0,82,0,59,0,76,0,74,0,75,0,71,0,77,0,79,0,75,0,76,0,50,0,47,0,6,0,14,0,10,0,7,0,14,0,70,0,77,0,64,0,57,0,76,0,68,0,50,0,80,0,62,0,75,0,55,0,74,0,65,0,76,0,77,0,77,0,60,0,45,0,,16,Left Midfielder,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232223,1334,77,Kostas,Tsimikas,,5/12/1996 12:00:00 AM,179,3,3,2,Serie A Enilive,77,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232223.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/232223.png?width=250,16,Left Midfielder,LM,,,,,,,,,,,,,0,Men's Football,22,Greece,https://drop-assets.ea.com/images/6zI3f01SVKRJFIel1ad4BC/f85935df3b415f4a3f7320e8f78e398f/f_22.png,52,AS Roma,https://drop-assets.ea.com/images/2ruQP0TDYcCmtVFKr9qMBI/5f53795056598b1faac31300900b8671/l52.png,false,7,LB,Left Back,defense,Defense,79,0,77,0,77,0,69,0,69,0,80,0,73,0,75,0,71,0,81,0,78,0,74,0,73,0,75,0,75,0,48,0,68,0,8,0,12,0,8,0,13,0,10,0,66,0,76,0,72,0,64,0,78,0,75,0,54,0,72,0,73,0,74,0,57,0,75,0,72,0,75,0,78,0,77,0,73,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238463,1335,77,Amadou,Haidara,,1/31/1998 12:00:00 AM,178,3,2,1,Bundesliga,75,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238463.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/238463.png?width=265,10,Center Defensive Midfielder,CDM,trait1_524288,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,playStyle,Play Style,,,,,,,0,Men's Football,126,Mali,https://drop-assets.ea.com/images/1S7vQpbRdNq76uQwGw08kj/10e04512a2ef37fa33678ee1bee5ad23/f_126.png,112172,RB Leipzig,https://drop-assets.ea.com/images/1EoW6b2VkhiP3S0vqikd9s/f181f899a2037360f70a9a8aba18af30/l112172.png,false,14,CM,Center Midfielder,midfielder,Midfielder,69,0,78,0,65,0,76,0,65,0,71,0,78,0,79,0,75,0,75,0,76,0,73,0,74,0,79,0,79,0,66,0,62,0,7,0,11,0,8,0,7,0,10,0,51,0,80,0,77,0,75,0,63,0,77,0,62,0,69,0,71,0,79,0,70,0,79,0,75,0,68,0,58,0,75,0,78,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257290,1336,77,João Mário,Neto Lopes,João Mário,1/3/2000 12:00:00 AM,179,3,4,1,Serie A Enilive,66,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257290.png?padding=0.7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-shields/en/257290.png?width=265,12,Right Midfielder,RM,trait1_4096,Whipped Pass,"Accurate, faster crosses with more curve",https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,playStyle,Play Style,trait1_2097152,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,playStyle,Play Style,0,Men's Football,38,Portugal,https://drop-assets.ea.com/images/3CxRD7XqY2NSlZ3628fY4S/abf38470644ee334e6a425b9272f7767/f_38.png,45,Juventus,https://drop-assets.ea.com/images/6zWQmPATtK8lpsiXbKb3mY/6b2d1dab08ef14f63271a5cd70a0db0d/l45.png,true,3,RB,Right Back,defense,Defense,85,0,79,0,78,0,83,0,60,0,61,0,75,0,78,0,70,0,79,0,57,0,69,0,68,0,77,0,76,0,60,0,47,0,9,0,5,0,10,0,10,0,12,0,70,0,72,0,68,0,61,0,84,0,71,0,67,0,67,0,74,0,75,0,63,0,73,0,68,0,69,0,83,0,69,0,73,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
